tweet_id,airline_sentiment,text
569679976053805056,positive,"@USAirways @AmericanAir major issues getting out of Boston, but your crew has been exceptional. Let's see how things roll out in Philly."
569679450750750720,negative,"I've been trying to set up my phone interview for days, and hoping the position won't be filled because the link doesn't work. @USAirways"
569678919307280384,neutral,@USAirways do you have an email??
569678632567881728,negative,"@USAirways - had to call to find out I was re-booked tomorrow, why ask for my number an email for day of info"
569678568692719616,negative,"@USAirways   US AIRWAYS DON'T CARE FOR CUSTOMERS. Worst experience today with US airways.. Myself, wife and toddler"
569677827068579840,positive,@USAirways thanks to the whole team for an on-time flight despite inclement weather http://t.co/eQePkkPSXM
569677776384598017,negative,"@USAirways your rude staff said"" I don't care that we are out of market place food you're going on vacation and I have to work"" nice huh"
569676612851134464,neutral,@USAirways what happens to frequent flyer miles earned once merger is complete with AA?
569676387113672704,negative,@USAirways got off stand by list and on earlier flight to DCA. What is the status of my checked bag? Was supposed to be on #4047 thanks
569673913892003840,negative,@USAirways why does this flight keep getting delayed Late Flightr and Late Flightr?
569673622505328640,neutral,@USAirways any idea when flight 703 to Miami will leave for a second time?
569672763536842752,negative,@USAirways I have contacted them but only got an automated response that won't give me the code.
569672330261106688,neutral,"@USAirways @GregWallace66 Yea, they will give you 5 cents on the dollar!"
569672234949742592,negative,@USAirways Really a letter that says you will discuss serving drunks more drinks that doesn't help the current situation
569672202037170177,positive,"@USAirways great, thank you!"
569671871634935809,negative,@USAirways @AmericanAir so does that mean @AmericanAir that you might care about my sister be assaulted on one of your flights
569671712830308352,negative,@USAirways on top of that a dozen ppl missed connections and you have ONE person at customer service? Abysmal!
569671624921915392,positive,@USAirways it's not often that an airline is so easy to work with. I needed to change my flight time and the attendants at MKE made my day!
569671485930876928,negative,@USAirways @AmericanAir how is it possible that someone is drunk they bring a wheelchair for them but you keep serving them
569671413671591937,negative,"@USAirways your service at PHL is abysmal. An hour on the runway waiting for a gate, no information anywhere, missed my connection abysmal!"
569671332092252160,negative,@USAirways @AmericanAir  worst customer service ever how can you let people be assaulted on your flights and do nothing about it
569670882207129601,negative,@USAirways @AmericanAir Not providing pilots for your flights: is this a new feature of your merger? #efficencies
569670708818780161,neutral,@USAirways do you know what flight the pilots for 1581 are coming in on? Thanks.
569669921258409985,negative,@USAirways so I guess you are ok with people being sexually assaulted on your flights nice customer service
569669815205560320,negative,@USAirways PLEASE HELP need our plane to wait to go to #ELMIRA on Tarmac over an hr baggage took 45 and still not here thru customs
569669786810114048,negative,@USAirways @AmericanAir USAIR #703 has returned to PHL due to issues with the fire detectors. What happens next?
569669547210309632,negative,"@USAirways ur specialist said they would talk to the stewardess about not serving drunks drinks, REALLY how does that help"
569668704524308480,negative,"@USAirways what is wrong in Boston? Why are only your plains not leaving tonight? Son needs to get back to state college, PA"
569668310637404163,negative,@USAirways over two hours on hold to talk to an agent..then it disconnects me.  been trying for two days! Wtf! Hire some CSRs u make $ now
569668179758350336,negative,@USAirways so you don't have a pilot now for #clt ✈ #ord for at least another hour. Why on earth would you board the plane? Makes no sense!
569668051764969474,negative,@USAirways flight 2120. Please get us a flight plan already. How is this an issue in 21st century?
569666926294798338,negative,"@USAirways #fail when the inbound flight arrives after the scheduled outbound departure, and still ""on time"" http://t.co/k0MHZrJF6e"
569666826352898048,negative,@USAirways thanks for three Cancelled Flightled flight and making us go from raleigh to charlote to lexington to philly. istead of raleigh to philly
569666501504073728,negative,"@USAirways rant cont... To top it all off, rescheduled flight to TPA at 10:10 is already delayed. How can they be that bad?"
569665202616020992,negative,@USAirways Can you advise on what's happening with departure delays from CLT?
569663875836219392,neutral,@USAirways Can you provide me with info about checking strollers and car seats?  Costs?  Restrictions?  Need to bring 2 seats 1 stroller.
569663278298890241,negative,@USAirways @AmericanAir. delay and mechanical issues on both my weekend flights. Ridiculous. Will tweet as long as we are delayed
569662906842750976,positive,@USAirways Another great flight #FunFlightAttendants. Thanks for showing my dad wonderful customer service. #flt635 #LAX #PHX #SundayFunday
569662030984056834,negative,@USAirways What is happening? Have been sitting in Philly for hours. Pls take care of Flight 759 to Chicago. At least least us know! #soLate Flight
569661154638872576,negative,@USAirways @PHLAirport can you pm me w answer if flt to 4278 is still on time. Been on ground over an hr w no gate. Need help. Pls
569661113593425920,negative,@USAirways @PHLAirport how can a plane scheduled to come in on time and actually happen. Then you bozos don't have any room us. #incompetent
569660306298945537,negative,@USAirways @PHLAirport this is the reason I avoid @PHLAirport and @USAirways like the plague. Glad to see this merger is working well. #dumb
569659952681361408,negative,@USAirways @AmericanAir Any word on accommodations for the passengers on US 746 when they arrive in Charlotte? Lot of tired passengers here
569659646916440065,positive,"@USAirways @AmericanAir Thank you for a couple of easy, hassle free flights today, professional and friendly staff made everything easy!"
569659137581326336,negative,@USAirways hire smarter IT people if your systems keep crashing instead of some of the mooks you man some of these airports with. #goDelta
569659027073867777,negative,@USAirways flight 614 keeps telling a few more mins to take off its been an hour. First time with you not the best #lies #brokenpromises
569658553381883905,negative,@USAirways what is wrong with you guys and your inability to get planes in and out of Philly on time. Our pilot gave us a answer that was bs
569658168097292288,negative,@USAirways you guys have to be the worst. We are flying into Philadelphia and have only two jetways available for an on time plane.#pisspoor
569657895522054145,neutral,@USAirways I have received two reservation check-ins for two different flights for my one flight tomorrow morning. Need assistance ASAP
569657128866095104,negative,@USAirways where's our luggage? Been waiting more than an hour! Flight 2118.
569656884262793216,neutral,@USAirways Cancelled Flightled the last part of a ticket and am confused from the email I received whether value remains. Is there someone I can ask?
569656088817233921,negative,@USAirways You suck in Philadelphia.  Let us off this plane! #phl
569655603783708673,negative,"@USAirways @AmericanAir pissing off thousands of East coast customers.  When the delay is longer than the flight,  you = fail"
569655302871580673,neutral,@USAirways please have your people hold flight 599 from Phoenix to San Jose.  We pulling up to the gate! Scheduled to depart at 5:40
569654471342600193,negative,@USAirways 2 hours and counting. ..what kind of travel voucher do I get for this??
569654319391354880,negative,"@USAirways we've been waiting at the gate for 2 hrs, why are we now waiting to stow the luggage?"
569653977714962433,negative,"@USAirways That's 1h 10m waiting to get my bag, 1h40m of flight delays, plus the 2hrs of delay I had on the way out. Never flying you again."
569653415317413888,negative,@USAirways #stuck in Florida with no flights... Service sucks here. #nofood #nodrinks #nohelp
569653219229630464,negative,"@USAirways - why can't the gate agent on flight #759 provide an update? Seriously, this is ridiculous how long people have been waiting"
569652631938985984,negative,@USAirways your IVR hung up on me because of high call volume? I need help. Call me
569652266006941698,negative,"@USAirways A tweeted apology is not enough for delay fiasco. NONE for insult from gate agent is worse. Except for Mark N., all bad at CLT."
569651499422375936,neutral,"@USAirways sorry, we are in Philly. Should've told you that."
569651459152859137,negative,@USAirways pilot for flight 729 didn't show until after departure ⌚️ &amp; now there's a broken computer. Next time flying @United. #ALWAYSLate Flight
569651165396373504,neutral,@USAirways pilot says that we are going to take off in 10 minutes. So maybe the systems came back online?
569651085348110336,negative,@USAirways it's flt 4827 to ELM - still no gate and still have to make it thru customs
569650819894652928,negative,@USAirways @AmericanAir According to your costumer support your website is holding my money hostage and you cant do anything about it..
569650751598944256,negative,"@USAirways any way to tell our gate we are going? Stuck on tarmack, int'l flt FLT 878 going to ELM Gate F6"
569650547562811393,negative,"@USAirways sucks. Delayed my mom's flight 2X, Cancelled Flightled it, delayed her flight again today,all for mech. issues.She had 2 sleep in airport!"
569649975342333952,negative,@USAirways when your routing system goes down which grounds all your long haul flights you should think about a #failover plan
569649590632374273,negative,@USAirways @Truthh4 they didn't give you the wifi password? Smh
569649433635368961,negative,@USAirways @AmericanAir Sitting at the gate on Flight 719 for an hour due to computers being down. What backup plan is in place for this??
569649297731399682,negative,@USAirways ...was Cancelled Flightled and now I need to locate my baggage
569649203753791488,negative,@USAirways I need help locating my bag. I arrived in Denver last night at midnight from charlotte but my  8am flight to Hayden/steamboat
569649125525983233,neutral,@USAirways #555PHLtoSLC this is happening now.
569648671870099456,negative,@USAirways what is going on with the computers? Why is my flight grounded? Why does your airline suck so much? #UnansweredQuestions
569648534569361408,negative,@USAirways @AmericanAir 2hrs Late Flightr finally taking off😂😂😂
569647597666889728,negative,"@USAirways holding your passengers hostage during your computer crash is not customer friendly, let us off the plane or get us moving"
569647318535786496,negative,@USAirways been on hold for over and hour now.
569647082870415361,negative,@USAirways pilot tells me that all @AmericanAir and US Airways flights across the country have stopped due to a computer system failure.
569646886610702337,negative,@USAirways Flt 4609 landed over half an hour ago. Not a single bag yet on the baggage claim. Hate you so much right now.
569646309159927808,negative,@USAirways @AmericanAir will one of you please answer the phone?
569646045656948737,negative,@USAirways no word on delay reasons @LGB but Twitter is aflame with flight tracking computer crash. Rumors. True or Not?
569645836109418496,negative,"@USAirways stuck at the gate in Charlotte, NC waiting for ""release papers"" and a fix for a broken computer system."
569645701291843584,negative,@USAirways Sitting at the gate on Flight 719 for an hour due to Sabre being down. What backup plan is in place if Sabre cannot be fixed?
569644766779936768,negative,@USAirways not Cancelled Flightling #837 because you don't want to put us in a hotel for night is our guess
569644694759714816,neutral,@USAirways can I get a beer please. Flight #1715
569644249337110528,negative,@USAirways really? 8 hr delay in Virgin Island and not even a food voucher.
569643648910028801,negative,@usairways the. Worst. Ever. #dca #customerservice
569642526065471488,negative,@USAirways 2nd February in a row- stranded us when we try to return from Cancun! No contact info- no way to rebook! #badcustomerservice
569642419307864064,negative,@USAirways printer problems causing us to sit on the runway for 45 mins. Get it together.
569641916855402496,negative,@USAirways nothing like back to back delayed flights let hope this one isn't 12 hours like the last time.
569641343254970368,negative,@USAirways can you please help me find my luggage since you're the one who lost it? Your customer service SUCKS.
569640733466103808,negative,@USAirways What is happening at Reagan Airport DCA? Long lines and four people working checkIn! #unhappy #DCA
569640574971715584,negative,"@USAirways @AuroraBIZ check your bag, @PHLAirport bag handlers broke into my suitcase and stole my camera, bag was returned in a trash bag"
569639784819372032,negative,@usairways hopefully your crappy service improves as u become @americanairlines #angryairtravel #winterstorm
569639305016152066,negative,@usairways 2 people working the counter at #dca? Massive lines. Poorly played. #winterstorm
569638835539349504,neutral,@USAirways what's going on in CLT?
569638678194040832,negative,@USAirways @USAirwaysCenter My lost bag lands in Hartford at 639p tonight. Will it be delivered to Danbury CT tonight?
569638479157723136,neutral,@USAirways So any ideas when the IT Geeks will plug in the servers so 639 can be on its way to PHX?
569638381375909889,negative,@USAirways who do I contact about my awful experience I had 2/15/15 with @USAirways Flight 713 BUF-CLT?
569637822929317890,negative,@USAirways @AmericanAir  nvm my bad it's been an hour and a half #thanks
569635479383085056,negative,@USAirways after a crappy flight due to delays and rude staff members I'm happy to report after paying $25 to check my luggage it's ruined
569635391965405184,negative,@USAirways always letting me down. 👊
569634364780351488,positive,@USAirways please keep Emily at you gso airport ticketing on staff she is amazing
569633357451153408,negative,"@usairways I don't understand why I can't get my missing miles? I was on the flight, it was in my Dividend Miles Account… #help"
569633323997212672,negative,"@USAirways can't seem to find the pilots for our 6pm flight, never seen anything like it before #drunkpilots http://t.co/Zira2z3UDc"
569633287204773888,negative,@USAirways really? No meal vouchers for a 7 hour flight delay out of Virgin Islands...
569633285288157184,negative,@USAirways but the automated message says the line is too busy to join the queue! #stuckintheloop
569633099174322177,negative,"@usairways HI again! How you suggested I contacted u via phone, sent a mail with the original ticket &amp; the result: http://t.co/214i0RTIH4"
569632828478136320,negative,"@USAirways stuck on the ramp at DCA, US Air computer system crashed...everywhere."
569632685318115329,negative,@USAirways #flight2031 the flight to Hell
569632379326869504,negative,"@USAirways Gave up after more than 2 hours on hold. Still need that receipt; last time it was promised, it never arrived. Help?!"
569632283046469634,negative,@USAirways @AmericanAir just be prepared for a claim if that bag is lost ... Too many valuables to carry in my hands. #us2146 to #aa2924
569630712233627648,negative,"@USAirways told me I deserved to be delayed because I booked the last flight and then I hear ""the only inconvience is missing your flight"""
569630148468670464,neutral,@USAirways Any update on the computer outtage affecting flights? Is this national or just Northeast? ETA on resolution?
569629882323496961,negative,"@USAirways flight 2031, worst experience we've ever had on a flight. Regretting opening their air miles card #hotterandlongerthanhell"
569629631814508544,negative,@USAirways hello! I never received a confirmation code for my flights (though they are confirmed--so says the automated reply). Any ideas?
569629346777968640,negative,@USAirways 5 hours on the phone waiting for a call back to find my luggage #shameonyou
569628521666117632,negative,@USAirways ... What's going on at @PHLAirport ?!  I've been sitting at the gate for 45minutes.
569628242044428288,negative,@USAirways 799 from AMS to PHL today- 3 of 4 flight attendants were downright rude and hostile and made the 8+ hour flight even worse.
569628145030004736,negative,@USAirways why the hell will you not put us in a hotel when you've stranded us. Your message says mechanical issues not weather. #usairways
569627574336421888,neutral,@USAirways my wife left her phone on flight AWE474 on Friday February 20th upon landing in Minneapolis. How can we get it back? Thanks!
569627477200535552,negative,@USAirways what's the deal with the flight computer network?
569627346166284288,negative,@USAirways does anyone actually work at the dividend miles department? http://t.co/BgtJFmnEOT
569627079458865153,negative,@USAirways No flights out of Philly because of system wide tech issue.   @CBSPhilly
569627069463842816,negative,@USAirways Huge system problems at DCA.Manual check in; flight boarded but sitting at gate due to system issues. Frustrated Chairman member
569626882053787649,negative,"@USAirways epic fail @ CLT ystrdy w/Cancelled Flightled flights. No staff, no communication &amp; no refund for unused portion of tix. Keep it classy guys"
569626841046224896,negative,@USAirways i have been tryng to rsrv a flight over the phone over the past 4 days and keep getting an automated message to call back?!?!?!
569626683139104768,negative,@USAirways @AmericanAir Just got off Int. Flight #799. Your Intentionally rude staff made for a horrible 8hr+ flight on an unsuitable plane.
569625848334000128,negative,@USAirways on plane from BOS to CLT for 60 mins. Still at gate. Crew says system-wide computers preventing paperwork. Any info you can give?
569625599570014209,negative,@USAirways will you hold #475 today for connecting passengers coming from delayed flights?
569625053916061696,positive,@USAirways provided the best service for me today! Thank you so much :)
569625014179377152,negative,@USAirways Can you guys please give an update?  Been sitting on Tarmac on flight 601 yet the website still says it's on time?
569624406437306370,negative,@USAirways - flight was Cancelled Flightled to Buf today. Waited in line for 2+ hrs &amp; cus service was rude. No flight until Tues. Need to get to ROC.
569624021605740545,negative,@USAirways Seriously? I should keep trying after seven hours. That is your corporate policy? #usairwaysfail
569624009354170369,negative,"@USAirways his name is Rett Cavan, he has a gofundme page, and is going to take his last breath tonight. This airline only cares about money"
569623606684209154,negative,@USAirways that you would let us just switch to a different set of flights so we could spend time with the family after he passes away...
569623415767871489,negative,@USAirways he is 8 months old and is suffering from a rare form of cancer. Your customer service agents had no compassion and I am disgusted
569623396729917440,negative,"@USAirways Best part was hearing the attendant give a voucher to person next to me for hotel at BGR. Then my guy saying ""we don't do that"""
569623359304003584,negative,@USAirways horrible cust service exp at DIA today. Wife waited 3 hrs on the plane b/f flight 695 was Cancelled Flightled. Still waiting for bags.
569623211324735488,negative,@USAirways is really good at deferring responsibility.
569623190730887168,negative,@USAirways thank you so much for asking us to pay $700 to switch to a different flight so I could spend more time with my dying nephew.
569623164105433088,negative,"@USAirways @AmericanAir @GMA could not have had a worse airline experience. Rude, unhelpful, got yelled at😳. @JetBlue need your help"
569623156337586177,negative,"@USAirways please help! No bags, no way to get through to customer service since 8AM this morning! Help!!"
569622857120137216,negative,@USAirways I do but the real ? Is why your staff can behave offensively. Flight 699. Please look into it. Message me if you want particulars
569621714046455808,neutral,@USAirways glad people can put their coats in the storage area though. It would be super unfortunate to leave those on the floor
569621698905022464,negative,@usairways @AmericanAir LAX connect from term 6 to term 4.  55min layover due to delay. US755-AA2595. Is this realistic? Can 2595 be held?
569621548446957568,neutral,@USAirways But good luck getting there! Not cool.
569621412325023744,negative,@USAirways I left an item on plane BOS-PHL on Friday.  I've called PHL US Airways # &amp; left 6 msgs. No return call what to do at this point.
569621365634015232,negative,@USAirways What a great way to kick someone when they are down. Cancelled Flight a noon flight and rebook me on one two hours south from here tomorrow
569621238152368128,negative,@USAirways thanks for making me check my bag when the space was empty and to the flight attendant for the dirty look http://t.co/9rx5HOmM25
569621210746789888,negative,@USAirways so apparently all of your computers crashed at BWI?  Any update on when flights will be moving?
569620355783925760,negative,@USAirways made it to the Bahamas for work but my luggage didn't. I know #travel happens but is there anyway I can get more help/info?
569619861879590912,negative,"@USAirways 24 hrs Late Flightr still not home. Hotel, rental car etc with a 5 yr old, what happened to ""customer service is our first priority"""
569619668060807169,neutral,"@USAirways I saw online you had fee but I was wondering if there was a way to pay for it ahead of time, instead of at the kiosk"
569619075246235648,negative,"@USAirways Cancelled Flights my flight to NY 3 times, then once I make it here they decided for S&amp;Gs they'll Cancelled Flight my return flight too. Thanks."
569618838767181825,neutral,@USAirways Y'all need to get it together
569618750946873344,negative,@USAirways On hold for &gt;70 mins on my 3rd attempt just to get a receipt showing change fees for an upcoming flight. Please help!
569618538924789760,negative,@USAirways Everyone on Flight 669 from LAX to RDU enjoyed waiting an hour &amp; a half in baggage claim for their bags just now
569617777075625986,neutral,@USAirways No I need the corporate office number please as that is who is dealing with this for me. It's a 480 number.
569617704644165632,negative,@USAirways CSTSVC in PHL honors UR system over my reality. No RCD of change in HPN. Now extra hours in PHL or $75 to get to CLE.
569617332907212800,negative,@USAirways #usairways Raleigh NC; baggage carousel staff were aggressive towards people waiting 1 1/2 hrs for bags. Flight 699
569616551239917569,neutral,"@USAirways if my flight, 4035, is delayed, what time do I have to arrive at BHM?"
569614672061575168,negative,@USAirways on hold for 2+ hours.. Can I book using a Take Flight voucher online??
569614422496444417,negative,@USAirways when do we get our baggages? @usaireays 699 LA to RDU http://t.co/vU5lBZXtRX
569614361574158336,negative,@USAirways has the WORST customer service and their flights are always delayed
569613897516380160,negative,@USAirways if you are going to make me wait in the phone for a long time can you at least turn off the ads they are eating away at my soul
569612804350717953,positive,"@USAirways despite mechanical issues and many delays followed by a Cancelled Flightlation, still getting to Vegas thanks to great gate agents!"
569612379811676161,negative,@USAirways US Airlines 699 LA to RDU is holding onto baggages for an hour already and everyone is still waiting!?
569611341394264064,negative,@USAirways we've now learned to never fly with u again. You've lost 16 customers from our group + the hundreds more from our company
569610893052518400,negative,@USAirways spoke with your reps in NH and PA. Very poor communications. Bags still sitting in Philly. TRAIN YOUR STAFF
569610759795314688,negative,@USAirways thanks for the worst customer service on the face of the earth. I loved the 5+ hrs on hold along w 2 Cancelled Flightled flights
569610542723309568,negative,@USAirways I tried reaching out to you guys I'm running out time and patience I just want my flight to be honor and I want a confirmation!
569609828831780865,neutral,@USAirways Do you have Bereavement discount on airfare as my grandfather just passed and need to attend his funeral this week.
569609621834301440,negative,@USAirways and after six hours even the gate agent got fed up and left us all on line in front of an empty desk. Stay classy US Air.
569608831816351745,negative,@USAirways how do you lose a pilot????
569608141689753600,negative,@USAirways the ads on your phone systems when waiting for a rep is the most annoying thing ever especially when waiting for over 10 mins...
569607757784952832,negative,@USAirways @AmericanAir we are missing our connection due to delay out of LAS. What are we supposed to do now?
569607719713288192,negative,@USAirways #695 might have been Cancelled Flighted? mechanical issue. 6 hours Late Flightr 100 people still waiting and Zero information. Please send help.
569607287867883520,negative,"@USAirways 6 hours, no agent. Should I keep waiting?"
569606281998299137,negative,@USAirways how hard is it to unload bags in order of arrival? 45 mins and counting for flight 699
569605710314668035,negative,"@USAirways is it policy to tell customers ""We can't help you?"" I'm sorry but this is unacceptable"
569605690471288832,negative,@USAirways thank you for correctly interpreting my last tweet as non sarcastic and delaying my flight again. YYZ Terminal 3 dance party?
569605604416888832,negative,"@USAirways ""We can't help you. We don't put people up in hotels when you miss a flight it's against policy."""
569605521050898433,negative,"@USAirways my friends at KPHL were told by your rep ""if it were me I woulda just gone home this am and tried again tomorrow."" 1/2"
569605258621661184,positive,@USAirways Ann Marie at LGA is the best ticket agent ever! #excellentcustomerservice
569604286369431552,negative,@USAirways wasted a day of my vacation after problems with not one but two planes... #waitinginphilly #flight838
569604198771363840,negative,@USAirways it's unacceptable the way your agents at the gate treat paying customers!!!
569604041141039104,neutral,@USAirways  Mad love http://t.co/4ojrSDWPkK NYC-
569603833804038144,negative,@USAirways more like USDELAY-ways. Another long 'paperwork' reLate Flightd delay - Friday in Charlotte. Today in Philly. #letsgoalready
569603523954016256,negative,@USAirways your customer service at CLT is terrible!!! My flight was delayed from JFK for 2 hours!  Get to CLT to horrid customer service!
569603357406576641,negative,"@USAirways flight 2022 out of Phil, no update and was supposed to leave 15 minutes ago.  Sitting in airport, wondering#irritated"
569602860020850688,negative,"@USAirways  Flight 4454 aircraft at gate, but no crew?  Will be 2+ hours Late Flight to destination. Come on!"
569602817633222656,negative,@USAirways Please can someone contact me regarding my missing bag? It has been 3 days. Online tracking shows nothing.
569602407417692162,negative,@USAirways 3818 delayed. blue skies all over. #whyisusairALWAYSDELAYED???
569601913832022016,negative,@USAirways Ill never fly you again due to the emotional &amp; financial stress you have caused me because of one of your staff members errors.
569601628279480320,negative,@USAirways where are my bags?
569601275672829952,negative,"@USAirways thanks to you, you have now incurred us approximately 2000 dollars in fees due to a staff members screw up.  #neveragain"
569601264679559168,neutral,"@USAirways when AA gate supervisor 600117 was asked for his superiors name, response received was ""the CEO of #AmericanAirlines"" #merger"
569600990430806017,negative,@usairways @BarclaycardUS 1 hr wait so far for customer service. yes bad weather but do air traffic controllers answer your phones?!??
569600989055086592,neutral,@USAirways AA Gate Supervisor emplid 600117 allowed flight AA67 to leave JFK to SJ on 20feb15 w/o 8 customers that made final boarding call.
569600757516914688,negative,@USAirways thanks for being so bad you make a two day train trip look appealing!!
569600720254541824,negative,@USAirways you have got to be kidding me!  No info on 4565 from DCA to BGR and your phone line tells me to call back Late Flightr?
569600023597428736,negative,@USAirways Its pretty ridiculous that at PHX sky harbor you have 4 (!) employees working check in on a SUNDAY afternoon. 30 min &amp; counting..
569600009097904128,negative,@USAirways Really hoping I don't get charged for this flight because they couldn't handle the influx of calls. Bummer.
569599725240000513,negative,@usairways I have been on hold for over 3 hours.  Please help! http://t.co/tyXAZtMQ1U
569599532268449792,negative,"@USAirways I promise, if I can help it I will nvr fly w/u again. Even if I have 2 pay more $$$ 2 fly w/ sum1 else #badcustomerservice"
569599260288819201,negative,@USAirways yesterday we were delayed for SIX hours w/lil to NO explanation we paid LOTS of $$ 2 fly w/u &amp; this is how u treat ur customers?
569598915722518528,negative,@USAirways I have nothing but issues when I fly w/u what's up w/that?! #travel #vacation #awful
569598852912668672,neutral,@USAirways you should update your passbook passes with any gate changes.
569598323621023745,negative,@USAirways customer service fail... Todays experience will ensure I do my best NEVER to utilize you again...
569597857013084160,negative,@USAirways -- I've been on hold 40 mins to Cancelled Flight my reservation for this afternoon. Is there another way? Web tells me to call.
569597711789502464,negative,"@USAirways suggest you failures make a HUGE donation to @the_USO  Charlotte, NC as THEY provided GREAT customer service today, unlike you."
569597328522387456,negative,@USAirways this is how concerned your gate attendants at C26 are this afternoon. #nocommunication #nocrew http://t.co/hFjYN2vtVj
569596783011217408,negative,@USAirways 2nd plane forced to get off due to mech and wait for 3rd need housing and meals in STT need help b4 we arrive at STT please
569596364197199873,negative,@USAirways I need an actual person in customer relations for a refund. What # can I call? I will dispute this charge on my credit card.
569596357381644289,negative,"@USAirways this is my 2nd attempt to call US airways dividend miles, 52 minutes no help hung up - #usairways #BS http://t.co/GiEnNyqN22"
569596034059358208,negative,"@USAirways @ClaudOakeshott don't need this link, after getting a person u now say u don't know where bags are. Lost on a nonstop phx to jfk."
569595745126494208,negative,@USAirways is absolute crap this week!!
569595534916202496,neutral,"@USAirways got transf. to Dividend Miles...need to change flight.  Grandma just passed, need to change ticket ASAP. Update on wait time?"
569595123799101440,negative,".@USAirways trying to get a partner PNR, and have spent more than 1 hour on hold.  I know its snowing somewhere, but this is awful"
569595015518793730,negative,@USAirways on the phone over an hour waiting for customer service  got wrong fight information cost us 6 hours from trip. Frustrating!!!
569594973949206529,negative,@USAirways @united each says the other has my luggage. On hold almost 3.5 hrs with @USAirways. @united hung up 3x. http://t.co/dr5oCtp1DY
569592443542343680,negative,@USAirways Just Cancelled Flight every flight I have why don't you.
569592390211801089,negative,"@usairways Is your reservation phone number working? Called 10x in the last 3 days, and haven’t gotten through."
569592368518660096,negative,"@USAirways @AmericanAir as a Gold Dividends member, why can't I get anyone on phone to handle my Cancelled Flighted American flight tonight 😡"
569592120954236928,negative,@USAirways really nigga.. Ur a fuck boy
569591310589431808,negative,"@USAirways I sympathize re:weather issues, but when times get tough, call in more folks. Over two hours on hold for 4-minute fix. #FAIL"
569589123218079745,neutral,@USAirways just told by supervisor that they won't guarantee the empty seats to standby passengers with flights Cancelled Flightled so can sell them
569589028590391298,negative,@USAirways i will be on this plane while on the ground longer than i will be in the air. US5235
569588578159697920,negative,"@USAirways has failed me all day long, should I blame it on @AmericanAir ?"
569588465593143297,neutral,@USAirways What's the contact number for the corporate baggage office in Phoenix?
569588073438121984,negative,@USAirways 1 hour and counting on hold :( why? http://t.co/clOB5qwMXR
569587844693536768,negative,@USAirways  you Cancelled Flighted &amp; rescheduled my flight &amp; still getting updates &amp; can't find my current flight on my account http://t.co/8Je1h3666w
569587663692554242,negative,@USAirways now after an hour on the plane and knowing of a maint issue ahead of time they just announced another 30 mins. Y r we on plane?
569586372866150400,negative,@USAirways according to @wtop DCA seems to be recovering nicely from yesterday's snow so why are you Cancelled Flightling flights out there?
569585968610615296,negative,"@USAirways Cancelled Flightled flight this AM. There was avail flight to PHL today u said was sold out. I had to buy 2nd ticket, u need to refund me."
569585747503611905,negative,@USAirways @AmericanAir seriously with all the service issues you are having right now this is what you decide to tweet?? Unbelievable
569584885108748290,negative,@USAirways Flight 4210 been sitting @Bradley_Airport gate 27 for 10 min w door open since we arrived. Still no jet bridge. Can someone help?
569584719089836032,positive,@USAirways new F/As from DFW to CLT this morning did a great job. Well Done!
569584207011434497,negative,@USAirways why have me board a plane knowing there is a maint issue?  US5235.
569584057270575105,neutral,@USAirways with this livery back in the day. http://t.co/EEqWVAMmiy
569583725408870401,negative,@USAirways waiting all day at ATL since flight this am Cancelled Flightled. 1 standby told no seats and group of 15 shows up Late Flight and gets on to PHL
569583698640818176,negative,@USAirways the link doesn't work..
569581828258078721,negative,@USAirways spent 1.5 hours in line trying to get on a flight home tonight only for it to be Cancelled Flightled an hour Late Flightr. Not even snowing at DCA
569581400850096128,negative,@USAirways flight 838 now leaving after 6 hour mechanical delay. Need lodging voucher and meals tonight in st Thomas who do I see?
569580275182772225,negative,@USAirways care to elaborate on why CHA to DCA is Cancelled Flightled this evening?
569579478168547328,negative,@USAirways help im falling out of one of your planes
569578297945919488,negative,"@USAirways this has been my WORST flying experience with you guys, you need to do better"
569578016843669504,negative,@USAirways going to miss my connection because my flight home has been delayed and now no gate agent to get us off the plane-so frustrated
569577771292237824,negative,@USAirways never flying you guys again. your customer service is awful
569577696793006080,negative,@USAirways telling a man theres NO FLIGHTS for the next 10 hrs!!! NO standby! NOTHING! NO OPTIONS! trying to get to sick child! #FireVan!
569576236541825024,negative,@USAirways missing our connection due to delay out of @LAS. Told not looking good for tmrw either. We will be stuck in #CLT. Help!
569575780864241664,negative,@USAirways UR employee named VAN @ ticket counter in #Philadelphia. EXTREMELY RUDE! a Father trying to get home to sick kid missed flight.
569575176322424832,negative,@USAirways i did and i'm not stupid. i've done web development for 19 yrs. the issue (now confirmed by your support) is YOUR website.
569574737929576448,negative,@USAirways and no offers to provide us with a hotel or anything for a flight that is over 19 hours away!
569572536834498560,negative,@USAirways now you just hang up on me. I’m starting to think this is personal!
569572184768835585,positive,"@USAirways Painless and effortless flight from Indy to PHL... Our flight attendant, Tory, was fantastic. Give that lady a raise ASAP!"
569572095794917376,negative,@USAirways in 140 characters? Yea right.   Thanks for patronizing.
569571654998888448,negative,"@USAirways 30 min delay for mechanics to replace rivets. 30 mins Late Flightr, turns out mechanics had wrong size rivets. 35 more mins. Pathetic"
569569120951390209,negative,@USAirways would love it if you could get my wife home sometime soon - she has been stuck in Orlando and now stuck in philly for too long
